clean_text,category,predicted
"reminds pappu hugging modi lok sabha
only this time his wink after the drama has been edited out ",neutral,neutral
featuring next flix will not surprise for ,neutral,negative
you should ashamed yourself pity modis choice gave you the ticket you are going the youngest and this how you represent youth our nation have some dignity and opt out election full time job shakha you dont deserve parliament,positive,negative
that note modi comes power will the pappu squad leave,neutral,neutral
shram modi jidesh bahut piche htbhi balakot attack wale din photoshoot kraa rhe the,neutral,neutral
modi rahul campaign telangana monday hyderabad march campaigning for next months elections all lok sabha seats telangana will gather further momentum with prime minister narendra modi and congress presi via ,neutral,neutral
jds cong protesting against raids confessing tat people got illegal income looted money got money from pro pak gang lets say right dept works under modi not drdo military institutions,negative,negative
hahahahaha hey champu you couldn’ stand front him you can never match his intellect you keep humming modi god modi nation and piss this thinking,positive,negative
said father did lateits really truetoo pull out,positive,neutral
that has become tagline likeabki baar modi sarkar ,neutral,neutral
person from family chief minister mla minister giving lesson modi,neutral,neutral
remember the jawan who complained about miserable food offered them and was later turned out from army hes now said fighting elections against from wants expose him ,negative,negative
law and order state subject and even used take place before modi came back power noone should kneel down terrorists check and will see terrorists attacks have decreased during bjp rule are not small country anymore,negative,neutral
congratulations the scientist drdo ,neutral,positive
